"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency"
"Pepper Series - Is Jealous",,"978-81-8499-535-0","SHREE",,,,,,"823/PEP",,,,,"STORY",22,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Series - Learns Good Habits",,"978-81-8499-531-2","SHREE",,,,,,"823/PEP",,,,,"STORY",23,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Series - Eat too much cake",,"978-81-84557-552-6","SHREE",,,,,,"823/PEP",,,,,"STORY",24,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Series - Goes to School",,"978-81-8499-536-7","SHREE",,,,,,"823/PEP",,,,,"STORY",25,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Learns Good Manners",,"978-81-8499-533-6","SHREE",,,,,,"823/PEP",,,,,"STORY",26,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper in the Dark",,"978-1-8455-673-8","SHREE",,,,,,"823/PEP",,,,,"STORY",27,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Throws the Trantrum",,"978-1-84557-622-6","SHREE",,,,,,"823/PEP",,,,,"STORY",28,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Strays Away",,"978-81-84557-553-3","SHREE",,,,,,"823/PEP",,,,,"STORY",29,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Meet his new Neighbour",,"978-1-84557-678-9","SHREE",,,,,,"823/PEP",,,,,"STORY",30,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Learn to take the Blame",,"978-1-84557-620-2","SHREE",,,,,,"823/PEP",,,,,"STORY",31,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper goes to the Doctort",,"978-1-84557-672-1","SHREE",,,,,,"823/PEP",,,,,"STORY",32,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Learns to Keep Pomise",,"978-81-8499-534-3","SHREE",,,,,,"823/PEP",,,,,"STORY",33,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper and Mamas New Job",,"978-81-8499-532-9","SHREE",,,,,,"823/PEP",,,,,"STORY",34,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper gets a New Pet",,"978-81-84557-537-1","SHREE",,,,,,"823/PEP",,,,,"STORY",35,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper has a Fight ",,"978-81-84557-55-7","SHREE",,,,,,"823/PEP",,,,,"STORY",36,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper Wants too many Toys",,"978-81-84557-554-0","SHREE",,,,,,"823/PEP",,,,,"STORY",37,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper watch too much T.V.",,"978-1-84587-624-0","SHREE",,,,,,"823/PEP",,,,,"STORY",38,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper and The New Baby",,"978-1-84557-619-6","SHREE",,,,,,"823/PEP",,,,,"STORY",39,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper learns to take turns.",,"978-1-84557-623-3","SHREE",,,,,,"823/PEP",,,,,"STORY",40,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Pepper at the table",,"978-1-84557-621-9","SHREE",,,,,,"823/PEP",,,,,"STORY",41,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles is Honest",,"978-81-768-6025-3","SHREE",,,,,,"823/BUB",,,,,"STORY",42,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles is Lost 2",,"978-81-768-6024-6","SHREE",,,,,,"823/BUB",,,,,"STORY",43,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles is Careless 3",,"978-81-768-6023-9","SHREE",,,,,,"823/BUB",,,,,"STORY",44,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles Owns Up 4",,"978-81-768-6022-2","SHREE",,,,,,"823/BUB",,,,,"STORY",45,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles is Greedy 5",,"978-81-768-6021-5","SHREE",,,,,,"823/BUB",,,,,"STORY",46,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles Finds A Red Ball 6",,"978-81-768-6020-8","SHREE",,,,,,"823/BUB",,,,,"STORY",47,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles Goes To School 7",,"978-81-768-6099-4","SHREE",,,,,,"823/BUB",,,,,"STORY",48,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles The Artist",,"978-81-768-6098-7","SHREE",,,,,,"823/BUB",,,,,"STORY",49,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles Play with the Fire 9",,"978-81-768-6097-0","SHREE",,,,,,"823/BUB",,,,,"STORY",50,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles Has a Toothache 10",,"978-81-768-6096-3","SHREE",,,,,,"823/BUB",,,,,"STORY",51,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles the Litterbug 11",,"978-81-768-6095-6","SHREE",,,,,,"823/BUB",,,,,"STORY",52,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"Bubbles is Selfish 12",,"978-81-768-6094-9","SHREE",,,,,,"823/BUB",,,,,"STORY",53,,0,40,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read (The Elephants Nose) Level-2",,"978-81-8499-887-0","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",54,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read (Aladdin) Level-2",,"978-81-8499-880-1","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",55,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read (The Little Pig) Level-2",,"978-81-8499-897-9","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",56,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read (The Ugly Duckling) Level-2",,"978-81-8499-896-2","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",57,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read (Bambi) Level-2",,"978-81-8499-881-8","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",58,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read (Goldilocks And The Three Bears) Level-2",,"978-81-8499-884-9","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",59,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read (Petter Pan) Level-2",,"978-81-8499-890-0","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",60,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read Jungle Book",,"978-81-8499-886-3","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",61,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"I Can Read The Little Mermaid",,"978-81-8499-895-5","SHREE",,,,,,"823/GOO",,,,"GOOL.VAN;Author","STORY",62,,0,85,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :Sly",,"978-81-286-2252-6","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",63,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :Big Ears",,"978-81-286-2252-6","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",64,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :Clock Work Mouse",,"978-81-286-2259-5","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",65,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :Martha Monkey",,"978-81-286-2256-4","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",66,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :Mr. Jumbo",,"978-81-286-2257-1","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",67,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :The Skittle Family",,"978-81-286-2253-3","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",68,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :Dinah Doll",,"978-81-286-2254-0","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",69,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Noddy Toy Town Friend :Tessie Bear",,"978-81-286-2258-8","(SHREE) Euro Kids",2009,,,,,"823/BLY",,,,"BLYTON.ENID;Author","STORY",70,,0,48,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Stories Frisky And Slobby ",,"978-81-8499-570-1","SHREE",2009,,,,,"823/ANI",,,,,"STORY",71,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Story Jim And His Friends ",,"978-81-8499-569-5","SHREE",2009,,,,,"823/ANI",,,,,"STORY",72,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Story Nycl And Nasti ",,"978-81-8499-571-8","SHREE",2009,,,,,"823/ANI",,,,,"STORY",73,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Story Monty And The Thevies ",,"978-81-8499-573-2","SHREE",2009,,,,,"823/ANI",,,,,"STORY",74,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Story Ralhh And The Time ",,"978-81-8499-568-8","SHREE",2009,,,,,"823/ANI",,,,,"STORY",75,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Story (Large Print) Percy And His Pranks ",,"978-81-8499-575-6","SHREE",,,,,,"823/ANI",,,,,"STORY",76,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Story (Large Print) Tru And Fib",,"978-81-8499-572-5","SHREE",,,,,,"823/ANI",,,,,"STORY",77,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Moral Story (Large Print) The Jackal And The Tiger",,"978-81-8499-574-9","SHREE",,,,,,"823/ANI",,,,,"STORY",78,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal AdventureStory (Large Print) Jack And The Treasure",,"978-81-8499-560-2","SHREE",,,,,,"823/ANI",,,,,"STORY",79,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Adventure Story Fret And Polly",,"978-81-8499-565-7","SHREE",,,,,,"823/ANI",,,,,"STORY",80,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal AdventureStory Sue, Hayden And Raft ",,"978-81-8499-562-6","SHREE",,,,,,"823/ANI",,,,,"STORY",81,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Adventure Story Wooly And The Magic Classes",,"978-81-8499-567-1","SHREE",,,,,,"823/ANI",,,,,"STORY",82,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Adventure Story Zender And The Glowing Toy",,"978-81-8499-563-3","SHREE",,,,,,"823/ANI",,,,,"STORY",83,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"AnimalAdventure Story Robble And Dean",,"978-81-8499-546-0","SHREE",,,,,,"823/ANI",,,,,"STORY",84,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Adventure Story Kathy And The Time Machine",,"978-81-8499-561-9","SHREE",,,,,,"823/ANI",,,,,"STORY",85,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Animal Adventure Story Mike And The Bunny",,"978-81-8499-566-4","SHREE",,,,,,"823/ANI",,,,,"STORY",86,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Character Builder Ted and The Bicycle",,"978-81-8499-582-4","SHREE",,,,,,"823/CHA",,,,,"STORY",87,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Chararcter Builder Huber and The Thief",,"978-81-8499-579-4","SHREE",,,,,,"823/CHA",,,,,"STORY",88,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Character Builder Sarah, Carl and Party",,"978-81-8499-577-0","SHREE",,,,,,"823/CHA",,,,,"STORY",89,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Character Builder Thomo and Kyle",,"978-81-8499-583-1","SHREE",,,,,,"823/CHA",,,,,"STORY",90,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Character Builder Stories Nosey and The Fox.",,"978-81-8499-581-7","SHREE",,,,,,"823/CHA",,,,,"STORY",91,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Character Builder Nolan The Honey",,"978-81-8499-580-0","SHREE",,,,,,"823/CHA",,,,,"STORY",92,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Character Builder Goran and His Adventure",,"978-81-8499-578-7","SHREE",,,,,,"823/CHA",,,,,"STORY",93,,0,35,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Owl and TheSwan, The Snake and The Foolish Frogs",,"978-81-7963-443-1","SHREE",,,,,,"823/PAN",,,,,"STORY",94,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Fox and The Grapes, The Brahmin and his Foolish Son",,"978-81-7963-444-8","SHREE",,,,,,"823/PAN",,,,,"STORY",95,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Lion and The Woodcutter, The Crane and The Crab",,"978-81-7963-440-0","SHREE",,,,,,"823/PAN",,,,,"STORY",96,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Rabbit and The Lion, The Crows and The Serpent",,"978-81-9763-442-4","SHREE",,,,,,"823/PAN",,,,,"STORY",97,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Clever Monkey and The Crocodile, The Swan and The Turtle",,"978-81-7963-437-0","SHREE",,,,,,"823/PAN",,,,,"STORY",98,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Crow and The Jackal, The Barber and The Saint",,"978-81-7963-447-9","SHREE",,,,,,"823/PAN",,,,,"STORY",99,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Indigo Jackal, Thie Wise Frog",,"978-81-7963-438-7","SHREE",,,,,,"823/PAN",,,,,"STORY",100,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Four learned Brahmins, The Donkey who would Sing.",,"978-81-7963-436-3","SHREE",,,,,,"823/PAN",,,,,"STORY",101,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Faithful Mongoose, The Foolish Monkey",,"978-81-7963-441-7","SHREE",,,,,,"823/PAN",,,,,"STORY",102,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Lion and The Talking Den, The Jackal and The War Drum",,"978-81-7963-439-4","SHREE",,,,,,"823/PAN",,,,,"STORY",103,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Brahmin and His Dream, The Capseller and The Monkey",,"978-81-7963-446-2","SHREE",,,,,,"823/PAN",,,,,"STORY",104,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Panchatantra The Tree that Talked, The Crow and The pot of Water",,"978-81-7963-445-5","SHREE",,,,,,"823/PAN",,,,,"STORY",105,,0,60,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Grandpa Stories",,"978-93-5049-411-0","SHREE",2012,,,,,"823/FAB",,,,,"STORY",106,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Fairy Tales",,"978-93-5049-405-9","SHREE",2012,,,,,"823/MAG",,,,,"STORY",107,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Stories from Arabian Nights",,"978-93-5049-427-1","SHREE",2012,,,,,"823/FAB",,,,,"STORY",108,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Fairy Tales",,"978-93-5049-403-5","SHREE",2012,,,,,"823/FAB",,,,,"STORY",109,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Stories from Arabian Nights",,"978-93-5049-428-8","SHREE",2012,,,,,"823/AWE",,,,,"STORY",110,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Aesops Fables",,"978-93-5049-401-1","SHREE",2012,,,,,"823/MAG",,,,,"STORY",111,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Fairy Tales",,"978-93-5049-404-1","SHREE",2012,,,,,"823/AWE",,,,,"STORY",112,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Stories from Indian Mythology",,"978-93-5049-432-5","SHREE",2012,,,,,"823/FAB",,,,,"STORY",113,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabuluos Stories from Indian Mythology",,"978-93-5049-430-1","SHREE",2012,,,,,"823/MAG",,,,,"STORY",114,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Tales of God & Demons from Indian Mythology",,"978-93-5049-449-3","SHREE",2012,,,,,"823/FAB",,,,,"STORY",115,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Aesops Fables",,"978-93-5049-402-8","SHREE",2012,,,,,"823/FAB",,,,,"STORY",116,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Tales of God & Demons from Indian Mythology",,"978-93-5049-448-6","SHREE",2012,,,,,"823/MAG",,,,,"STORY",117,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Stories from Indian Mythology",,"978-93-5049-431-8","SHREE",2012,,,,,"823/AWE",,,,,"STORY",118,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Tales of God & Demons from Indian Mythology",,"978-93-5049-447-9","SHREE",2012,,,,,"823/AWE",,,,,"STORY",119,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Grandma Stories",,"978-93-5049-409-7","SHREE",2012,,,,,"823/FAB",,,,,"STORY",120,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Stories from Arabian Nights",,"978-93-5049-428-8","SHREE",2012,,,,,"823/AWE",,,,,"STORY",121,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Grandma Stories",,"978-93-5049-408-0","SHREE",2012,,,,,"823/AWE",,,,,"STORY",122,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Humorous Tales of tenali Raman",,"978-93-5049-418-9","SHREE",2012,,,,,"823/MAG",,,,,"STORY",123,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabuluos Humorous Tales of tenali Raman",,"978-93-5049-416-5","SHREE",2012,,,,,"823/FAB",,,,,"STORY",124,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Humorous Tales of tenali Raman",,"978-93-5049-417-2","SHREE",2012,,,,,"823/AWE",,,,,"STORY",125,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Grandpa Stories",,"978-93-5049-410-3","SHREE",2012,,,,,"823/AWE",,,,,"STORY",126,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Awesome Wit & Wisdom of Akbar & Birbal",,"978-93-5049-451-6","SHREE",2012,,,,,"823/AWE",,,,,"STORY",127,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Adventure of Hanuman",,"978-93-5049-399-1","SHREE",2012,,,,,"823/MAG",,,,,"STORY",128,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Panchatantra Stories",,"978-93-5049-422-6","SHREE",2012,,,,,"823/MAG",,,,,"STORY",129,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Magical Stories from Arabian Nights",,"978-93-5049-429-5","SHREE",2012,,,,,"823/MAG",,,,,"STORY",130,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Wit & Wisdom of Akbar & Birbal",,"978-93-5049-450-9","SHREE",2012,,,,,"823/FAB",,,,,"STORY",131,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"Fabulous Panchatantra Stories",,"978-93-5049-421-9","SHREE",2012,,,,,"823/FAB",,,,,"STORY",132,,0,199,,"BULSAR BOOK STORE",,,,"STORY",
"1001 Amazing Fact",,"978-81-7963-796-2","SHREE",,,,,,"001/AMA",,,,,,133,,0,299,,"BULSAR BOOK STORE",,,,"KNOWLEDGE",
"Animal Fair",,9788170118732,"CBT",2012,,,,,"823/KAN",,,,"KANTH.SHARMILA;Author","STORY",134,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"Lucky The Licking Dog",,"978-81-89750-65-7","CBT",2012,,,,,"823/VIS",,,,"VISHWANATHAN.RENUKA;Author","STORY",135,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"Wedding Clothes",,9788170118718,"CBT",2011,,,,,"823/NEH",,,,"NEHEMIAH.ASHA;Author","STORY",136,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"Dusty The Dachshund",,9788170118756,"CBT",2011,,,,,"823/RAO",,,,"RAO.CHERYL;Author","STORY",137,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"Eenas Library Book",,9788170118213,"CBT",2012,,,,,"823/GAN",,,,"GANDHI.RAVINA;Author","STORY",138,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"A present for Papa",,9788170119432,"CBT",2012,,,,,"823/KAN",,,,"KANTH.SHARMILA;Author","STORY",139,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"A Hairy Tale",,9788170119326,"CBT",2011,,,,,"823/PAN",,,,"PANDYA.MAMATA;Author","STORY",140,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"All Fools Day",,9788170114109,"CBT",2012,,,,,"823/SRI",,,,"SRIVASTAVS.SIGRUN;Author","STORY",141,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"When a Duckling is Scared",,"978-81-89750-63-3","CBT",2011,,,,,"823/SHY",,,,"S.SHYAMALA;Author","STORY",142,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"Zoo Duck",,9788170118183,"CBT",2012,,,,,"823/SRI",,,,"SRINIVASAN.HARINI GOPALSWAMI;Author","STORY",143,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"Opposite Fun",,"978-93-80076-62-1","CBT",2012,,,,,"823/KAS",,,,"KASTURIA.KIRAN;Author","STORY",144,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"The Ribbon",,9788170113393,"CBT",2012,,,,,"823/SHA",,,,"SHANKAR.SUKUMAR;Author","STORY",145,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"The Bubbly Drop",,"978-81-89750-68-8","CBT",2012,,,,,"823/SIN",,,,"SINGH.RUNGEEN;Author","STORY",146,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"The Climbing Ant",,"978-93-80076-52-2","CBT",2012,,,,,"823/VIR",,,,"VIRMANI.AMITAV;Author","STORY",147,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"Mrs. Woollys Funny Sweaters",,9788170119715,"CBT",2011,,,,,"823/NEH",,,,"NEHEMIAH.ASHA;Author","STORY",148,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
"The Tiger and The Mosquito",,9788170119531,"CBT",2012,,,,,"823/SRI",,,,"SRIVASTAVA.MRINALINI;Author","STORY",149,,0,25,,"BULSAR BOOK STORE",,,,"STORY",
